The following is a sample of the 20,000 lemma list from the 1900s portion of the 100 million word Corpus del Español
(www.corpusdelespanol.org). This is the only large, tagged and lemmatized corpus of Spanish.

This sample list shows every tenth word in the list, with its rank order number (1-20,000), frequency, and part of speech.
It is also possible to purchase lists that show the frequency of each word form (e.g. salgo, saliste, salieran, etc)
for each of the 20,000 lemmas, as well as the frequency of each lemma in each of the five major genres
(spoken, fiction, newspaper, and academic).

For more information on this and other frequency lists, please go to http://www.wordfrequency.info, 
or contact us (word_frequency@byu.edu).


ID	freq	lemma	PoS
11721	54	mundialmente	r
11731	54	metalúrgico	j
11741	54	nucleico	j
11751	54	niñera	n
11761	54	panadero	n
11771	54	deprimente	j
11781	54	bucle	n
11791	54	poetisa	n
11801	53	finura	n
11811	53	sordera	n
11821	53	tributario	n
11831	53	libertario	j
11841	53	literato	n
11851	53	centralización	n
11861	53	magro	j
11871	53	textual	j
11881	53	gaveta	n
11891	53	arreglado	j
11901	53	enjambre	n
11911	52	bioquímica	n
11921	52	sabiendas	n
11931	52	mesiánico	j
11941	52	moralmente	r
11951	52	cesto	n
11961	52	embarque	n
11971	52	adelantado	j
11981	52	pantomima	n
11991	52	adjetivo	j
12001	52	comadre	n
12011	52	sedoso	j
12021	52	ganso	n
12031	52	raúl	n
12041	51	inquisidor	n
12051	51	germano	n
12061	51	ateo	n
12071	51	obsequio	n
12081	51	rinoceronte	n
12091	51	sobrellevar	v
12101	51	inculto	j
12111	51	morera	n
12121	51	normalización	n
12131	51	conciliador	j
12141	50	prusiano	j
12151	50	reverso	n
12161	50	perredeístas	n
12171	50	pedo	n
12181	50	burlesco	j
12191	50	suéter	n
12201	50	presumiblemente	r
12211	50	pasmado	j
12221	50	enano	j
12231	50	desbocado	j
12241	50	náutico	j
12251	50	ciudadela	n
12261	50	arcada	n
12271	50	sarcófago	n
12281	49	nadador	j
12291	49	arrogancia	n
12301	49	recepcionista	n
12311	49	jornalero	n
12321	49	bolivia	n
12331	49	mulato	j
12341	49	talco	n
12351	49	extravagancia	n
12361	49	derramado	j
12371	49	enraizar	v
12381	49	agujerear	v
12391	49	lucero	n
12401	49	beligerante	j
12411	48	chola	n
12421	48	intoxicación	n
12431	48	lab	n
12441	48	caprichoso	n
12451	48	verídico	j
12461	48	quilla	n
12471	48	aspa	n
12481	48	proletariado	n
12491	48	entredicho	n
12501	48	esporádicamente	r
12511	48	jauría	n
12521	48	tríada	n
12531	48	añicos	n
12541	47	conformismo	n
12551	47	monopolizar	v
12561	47	fugitivo	n
12571	47	cañaveral	n
12581	47	intelectualmente	r
12591	47	desagrado	n
12601	47	concluyente	j
12611	47	alienación	n
12621	47	potencialidad	n
12631	47	manotear	v
12641	47	afable	j
12651	47	sindicalismo	n
12661	47	garrido	j
12671	47	incompatibilidad	n
12681	46	incesantemente	r
12691	46	avistar	v
12701	46	interpretativo	j
12711	46	transducción	n
12721	46	pastar	v
12731	46	sepelio	n
12741	46	vericueto	n
12751	46	esparcimiento	n
12761	46	estrechez	n
12771	46	premonición	n
12781	46	entrecruzar	v
12791	46	pavimentado	j
12801	46	cocotero	n
12811	45	gacho	j
12821	45	homo	n
12831	45	bauxita	n
12841	45	coleccionismo	n
12851	45	degenerado	j
12861	45	hacinamiento	n
12871	45	péptido	n
12881	45	prostíbulo	n
12891	45	maltrecho	j
12901	45	convección	n
12911	45	catalogación	n
12921	45	ostentación	n
12931	45	ensalzar	v
12941	45	cuchilla	n
12951	45	traumatismo	n
12961	44	despuntar	v
12971	44	fotosíntesis	n
12981	44	salobre	j
12991	44	formalismo	n
13001	44	sonrosar	v
13011	44	numeración	n
13021	44	tétrico	j
13031	44	colombino	j
13041	44	libertinaje	n
13051	44	voluptuoso	j
13061	44	procesado	j
13071	44	campiña	n
13081	44	papi	n
13091	44	ábside	n
13101	43	torpemente	r
13111	43	controlador	n
13121	43	contrabajo	j
13131	43	motete	n
13141	43	cavilar	v
13151	43	impuro	j
13161	43	intrusión	n
13171	43	decapitar	v
13181	43	empresariado	n
13191	43	pubis	n
13201	43	confeso	j
13211	43	perseguidor	n
13221	43	moderador	n
13231	43	ernesto	n
13241	42	amorío	n
13251	42	licuar	v
13261	42	folklore	n
13271	42	fragmentario	j
13281	42	chulo	n
13291	42	exención	n
13301	42	curvo	j
13311	42	detentar	v
13321	42	billetero	n
13331	42	fríamente	r
13341	42	cautivo	n
13351	42	militarmente	r
13361	42	morocho	n
13371	42	cifrado	j
13381	42	seglar	j
13391	41	otear	v
13401	41	blanquísimo	j
13411	41	lloriquear	v
13421	41	anegar	v
13431	41	complot	n
13441	41	ebrio	j
13451	41	amalgama	n
13461	41	boquiabierto	j
13471	41	fétido	j
13481	41	desvarío	n
13491	41	alambrada	n
13501	41	catalina	n
13511	41	idealizado	j
13521	41	tajante	n
13531	41	desmán	n
13541	41	llanamente	r
13551	40	collage	n
13561	40	relevar	v
13571	40	interpelar	v
13581	40	intrépido	j
13591	40	neolítico	j
13601	40	limítrofe	j
13611	40	mejillón	n
13621	40	mariposa	j
13631	40	acribillar	v
13641	40	consternar	v
13651	40	contrapeso	n
13661	40	desliz	n
13671	40	eclipsar	v
13681	40	redistribución	n
13691	40	chancho	n
13701	40	efeméride	n
13711	40	inmaduro	j
13721	40	notoriedad	n
13731	40	perseverancia	n
13741	39	devastador	j
13751	39	imperturbable	j
13761	39	exhortación	n
13771	39	reinado	j
13781	39	homogeneidad	n
13791	39	violentar	v
13801	39	epidermis	n
13811	39	erizo	n
13821	39	guardacostas	n
13831	39	prefectura	n
13841	39	delator	n
13851	39	desdeñoso	j
13861	39	soñador	n
13871	39	campear	v
13881	39	declamar	v
13891	39	varita	n
13901	39	propagandístico	j
13911	39	alisios	n
13921	39	esmerar	v
13931	39	chacal	n
13941	38	melodioso	j
13951	38	mugriento	j
13961	38	tartamudear	v
13971	38	fibrosis	n
13981	38	postor	n
13991	38	repoblación	n
14001	38	paliativo	j
14011	38	ondulatorio	j
14021	38	sionista	j
14031	38	floración	n
14041	38	caprino	j
14051	38	hockey	n
14061	38	alcohólico	n
14071	38	aun	c
14081	38	obsidiana	n
14091	37	bazo	n
14101	37	fogoso	j
14111	37	mazorca	n
14121	37	racionalizar	v
14131	37	merendar	v
14141	37	cactus	n
14151	37	nauseabundo	j
14161	37	percha	n
14171	37	ensoñación	n
14181	37	vaticinio	n
14191	37	rebanado	j
14201	37	párroco	j
14211	37	ele	n
14221	37	secamente	r
14231	37	papaya	n
14241	37	plumero	n
14251	37	acunar	v
14261	37	hinchazón	n
14271	36	consternación	n
14281	36	ascua	n
14291	36	diesel	n
14301	36	vivero	n
14311	36	caballeresco	j
14321	36	estudiantado	n
14331	36	frontón	n
14341	36	manzano	n
14351	36	locución	n
14361	36	mosca	j
14371	36	lid	n
14381	36	majestad	n
14391	36	lubricante	j
14401	36	nivelar	v
14411	36	rezagado	j
14421	36	galo	n
14431	36	visillo	n
14441	36	cepo	n
14451	36	chipa	n
14461	36	tubular	j
14471	36	omnipresente	j
14481	35	cortical	j
14491	35	exprimir	v
14501	35	axial	j
14511	35	picadillo	n
14521	35	firmante	n
14531	35	patraña	n
14541	35	detallista	j
14551	35	sanar	v
14561	35	sintomático	j
14571	35	futurista	j
14581	35	rabiar	v
14591	35	metodológico	j
14601	35	vívido	j
14611	35	sintonía	n
14621	35	deplorar	v
14631	35	modestamente	r
14641	35	enjuiciamiento	n
14651	35	hondonada	n
14661	35	saxo	n
14671	35	inapelable	j
14681	34	recordatorio	n
14691	34	valencia	n
14701	34	lustrar	v
14711	34	adiposo	j
14721	34	viaducto	n
14731	34	pomada	n
14741	34	socialización	n
14751	34	pecaminoso	j
14761	34	azuzar	v
14771	34	embrujo	n
14781	34	símil	n
14791	34	yuxtaposición	n
14801	34	cotidianamente	r
14811	34	cortejar	v
14821	34	corsé	n
14831	34	erróneamente	r
14841	34	prosaico	j
14851	34	conventillo	n
14861	34	ayer	n
14871	34	look	n
14881	34	luterano	j
14891	34	clon	n
14901	33	rúbrica	n
14911	33	olga	n
14921	33	disímil	j
14931	33	gruñido	n
14941	33	malversación	n
14951	33	remodelar	v
14961	33	desabrido	j
14971	33	nazismo	n
14981	33	bach	n
14991	33	suplicante	j
15001	33	predecible	j
15011	33	escolástico	n
15021	33	sanguinario	j
15031	33	imperialista	j
15041	33	indagatoria	n
15051	33	lis	n
15061	33	puchero	n
15071	33	anteceder	v
15081	33	troyano	j
15091	33	india	n
15101	33	cuadrícula	n
15111	32	clarín	n
15121	32	parejo	n
15131	32	honorífico	j
15141	32	ulular	v
15151	32	semblanza	n
15161	32	renegociar	v
15171	32	puerco	j
15181	32	pediatra	n
15191	32	desgajar	v
15201	32	druso	n
15211	32	desobedecer	v
15221	32	desgarbado	j
15231	32	correría	n
15241	32	primario	n
15251	32	balsero	n
15261	32	colchoneta	n
15271	32	querencia	n
15281	32	concertista	n
15291	32	farándula	n
15301	32	anexionado	j
15311	32	jabalina	n
15321	32	fonda	n
15331	32	cancerígeno	j
15341	32	arnés	n
15351	31	ciclones	n
15361	31	pestilente	j
15371	31	cursi	n
15381	31	cascar	v
15391	31	lavandería	n
15401	31	gavilán	n
15411	31	espectacularidad	n
15421	31	tamal	n
15431	31	perito	n
15441	31	fiordo	n
15451	31	barquito	n
15461	31	poligonal	j
15471	31	aeronáutico	j
15481	31	locus	n
15491	31	prurito	n
15501	31	desaguar	v
15511	31	enajenado	j
15521	31	donado	j
15531	31	pajar	n
15541	31	colectivamente	r
15551	31	lindero	n
15561	31	privilegiado	n
15571	31	avaricia	n
15581	31	slogan	n
15591	30	elitista	j
15601	30	jacinto	n
15611	30	traslación	n
15621	30	estupendamente	r
15631	30	abrasar	v
15641	30	encadenado	j
15651	30	raído	j
15661	30	desenfreno	n
15671	30	colisionador	j
15681	30	alud	n
15691	30	constatación	n
15701	30	neumonía	n
15711	30	despreocuparse	v
15721	30	zurcir	v
15731	30	milano	n
15741	30	padrecito	n
15751	30	mordaza	n
15761	30	tranquilizador	j
15771	30	at	j
15781	30	detergente	n
15791	30	canónigo	n
15801	30	renacentista	n
15811	29	zurdo	j
15821	29	fragua	n
15831	29	titular	j
15841	29	sensacionalista	j
15851	29	reptil	j
15861	29	magníficamente	r
15871	29	barnizar	v
15881	29	descargo	n
15891	29	modal	j
15901	29	glorificar	v
15911	29	delincuente	j
15921	29	convalecencia	n
15931	29	verticalidad	n
15941	29	trabajoso	j
15951	29	sindicalista	j
15961	29	goteo	n
15971	29	expeler	v
15981	29	sagrado	n
15991	29	juglar	n
16001	29	disertar	v
16011	29	atontar	v
16021	29	acumulativo	j
16031	29	tranquera	n
16041	28	tronera	n
16051	28	emirato	n
16061	28	sojuzgar	v
16071	28	scherzo	n
16081	28	cuan	r
16091	28	conducente	j
16101	28	concienciación	n
16111	28	faisán	n
16121	28	veleidad	n
16131	28	jalea	n
16141	28	turquesa	n
16151	28	bambalina	n
16161	28	laringe	n
16171	28	preciarse	v
16181	28	laberíntico	j
16191	28	amatorio	j
16201	28	nodo	n
16211	28	reincidir	v
16221	28	atolondrado	j
16231	28	capitanear	v
16241	28	horriblemente	r
16251	28	cefalea	n
16261	28	pensionado	j
16271	28	cc	n
16281	28	traqueteo	n
16291	28	micra	n
16301	28	malísimo	j
16311	27	defendido	j
16321	27	tacita	n
16331	27	avizorar	v
16341	27	mullido	n
16351	27	edema	n
16361	27	birrete	n
16371	27	resueltamente	r
16381	27	aforismo	n
16391	27	toxicidad	n
16401	27	ostensible	j
16411	27	pichón	n
16421	27	redescubrimiento	n
16431	27	desorientación	n
16441	27	pote	n
16451	27	viudo	n
16461	27	economizar	v
16471	27	semental	n
16481	27	corcel	n
16491	27	blancuzco	j
16501	27	transgredir	v
16511	27	nouvelle	n
16521	27	transpirar	v
16531	27	olisquear	v
16541	27	atenerse	v
16551	26	damasco	n
16561	26	galgo	n
16571	26	cursilería	n
16581	26	calladamente	r
16591	26	susceptibilidad	n
16601	26	amour	n
16611	26	introductor	n
16621	26	expansionismo	n
16631	26	hilado	j
16641	26	orondo	j
16651	26	cupo	n
16661	26	dilación	n
16671	26	usurpar	v
16681	26	galeno	n
16691	26	brindado	j
16701	26	prorrogar	v
16711	26	abolengo	n
16721	26	atribuible	j
16731	26	coetáneo	n
16741	26	acupuntura	n
16751	26	secano	n
16761	26	coagular	v
16771	26	dificilísimo	j
16781	26	morisco	j
16791	26	diodo	n
16801	25	cum	j
16811	25	morsa	n
16821	25	peineta	n
16831	25	hexágono	n
16841	25	equidistante	j
16851	25	autoinmunes	j
16861	25	balear	v
16871	25	imbuir	v
16881	25	claudicación	n
16891	25	reedición	n
16901	25	george	n
16911	25	emir	n
16921	25	enconar	v
16931	25	andalusí	j
16941	25	adalid	n
16951	25	saxofón	n
16961	25	sondear	v
16971	25	alvaro	n
16981	25	editado	j
16991	25	cormorán	n
17001	25	condescendencia	n
17011	25	vandalismo	n
17021	25	tecnicismo	n
17031	25	trust	n
17041	25	duplicidad	n
17051	25	dinástico	j
17061	25	extrovertido	j
17071	25	rastrero	j
17081	25	proscrito	j
17091	24	conformista	j
17101	24	pelotazo	n
17111	24	banjo	n
17121	24	disquisición	n
17131	24	drogadicción	n
17141	24	cacha	n
17151	24	agravamiento	n
17161	24	devaneo	n
17171	24	granadero	n
17181	24	prenatal	j
17191	24	high	n
17201	24	prófugo	n
17211	24	polizonte	n
17221	24	tirante	j
17231	24	inclemente	j
17241	24	transitivo	j
17251	24	sensibilizar	v
17261	24	publicista	j
17271	24	adherencia	n
17281	24	remendado	j
17291	24	endulzar	v
17301	24	terceto	n
17311	24	triciclo	n
17321	24	dopamina	n
17331	24	nigeria	n
17341	24	novato	j
17351	24	hangar	n
17361	24	psicosis	n
17371	24	solapado	j
17381	24	octogenario	j
17391	24	samper	n
17401	24	tácitamente	r
17411	24	meollo	n
17421	23	pulmonía	n
17431	23	explicitar	v
17441	23	madrugador	n
17451	23	presencial	j
17461	23	solera	n
17471	23	caballa	n
17481	23	subastado	j
17491	23	deshonestidad	n
17501	23	oxidante	n
17511	23	nativa	n
17521	23	trombón	j
17531	23	espectroscopia	n
17541	23	hermafrodita	j
17551	23	placita	n
17561	23	mauricio	v
17571	23	agachado	j
17581	23	cilio	n
17591	23	eructar	v
17601	23	madrastra	n
17611	23	bisiesto	j
17621	23	voladura	n
17631	23	dimorfismo	n
17641	23	tártaro	j
17651	23	vigorosamente	r
17661	23	mundi	j
17671	23	pincho	n
17681	23	infertilidad	n
17691	23	merluza	n
17701	23	gorda	n
17711	22	exorbitante	j
17721	22	olivar	n
17731	22	hostal	n
17741	22	cachar	v
17751	22	perlado	j
17761	22	preeminente	j
17771	22	vigésimo	n
17781	22	famélico	j
17791	22	agasajo	n
17801	22	paleontología	n
17811	22	sinsabor	n
17821	22	almacenaje	n
17831	22	espectroscopio	n
17841	22	dial	n
17851	22	cervantino	j
17861	22	intersticio	n
17871	22	durísimo	j
17881	22	socialcristiano	n
17891	22	liberador	n
17901	22	palmotear	v
17911	22	ronronear	v
17921	22	gabán	n
17931	22	maléfico	j
17941	22	lucimiento	n
17951	22	beligerante	n
17961	22	corpúsculo	n
17971	22	compresor	n
17981	22	caldeo	n
17991	22	baladí	j
18001	22	marital	j
18011	22	sedición	n
18021	22	rené	n
18031	22	presbítero	n
18041	21	molinete	n
18051	21	willy	n
18061	21	paisajista	j
18071	21	anclaje	n
18081	21	cruelmente	r
18091	21	pacifismo	n
18101	21	gomoso	j
18111	21	marginado	n
18121	21	publicitar	v
18131	21	plató	n
18141	21	agrandado	j
18151	21	cortometraje	n
18161	21	sacrosanto	j
18171	21	abonado	j
18181	21	rudeza	n
18191	21	impostergable	j
18201	21	maoísmo	n
18211	21	honradamente	r
18221	21	titánico	j
18231	21	zulú	n
18241	21	señuelo	n
18251	21	langostino	n
18261	21	carola	n
18271	21	habilidoso	j
18281	21	king	n
18291	21	consumición	n
18301	21	modernizado	j
18311	21	maquinación	n
18321	21	antifaz	n
18331	21	veraneante	n
18341	21	relajamiento	n
18351	21	betún	n
18361	21	absurdamente	r
18371	21	rebatir	v
18381	21	tutelar	j
18391	21	ilustrado	n
18401	21	citología	n
18411	20	tiránico	j
18421	20	criba	n
18431	20	yerro	n
18441	20	desafinar	v
18451	20	desbandar	v
18461	20	secesionista	j
18471	20	tifus	n
18481	20	pendenciero	j
18491	20	francotirador	n
18501	20	zapatazo	n
18511	20	desvergonzado	j
18521	20	leninista	j
18531	20	legajo	n
18541	20	instantánea	n
18551	20	contumaz	j
18561	20	ss	n
18571	20	glotón	j
18581	20	tétanos	n
18591	20	según	c
18601	20	heder	v
18611	20	algazara	n
18621	20	restitución	n
18631	20	atronador	j
18641	20	evasivo	j
18651	20	finado	j
18661	20	rentar	v
18671	20	lazarillo	n
18681	20	liberalizar	v
18691	20	farsante	n
18701	20	fonología	n
18711	20	anudado	j
18721	20	barrial	n
18731	20	interfase	n
18741	20	acreedor	j
18751	20	sauna	n
18761	20	visitado	j
18771	20	uniformemente	r
18781	20	mechero	n
18791	20	marista	j
18801	20	boyero	j
18811	19	recurrencia	n
18821	19	bombones	n
18831	19	regaño	n
18841	19	patrullar	v
18851	19	témpano	n
18861	19	bosquejar	v
18871	19	pescante	n
18881	19	tumefacto	j
18891	19	portento	n
18901	19	talud	n
18911	19	desdentado	j
18921	19	lombardo	j
18931	19	ambivalente	j
18941	19	barrilete	n
18951	19	darío	n
18961	19	humedecido	j
18971	19	jimmy	n
18981	19	mocetón	n
18991	19	espolón	n
19001	19	conjuntivo	j
19011	19	desmonte	n
19021	19	botellita	n
19031	19	juramentar	v
19041	19	eliot	n
19051	19	afgano	n
19061	19	empalidecer	v
19071	19	trimestral	j
19081	19	empantanar	v
19091	19	leopoldo	n
19101	19	ofuscar	v
19111	19	reorganizado	j
19121	19	añil	n
19131	19	repulsa	n
19141	19	anarquista	j
19151	19	tótem	n
19161	19	calcáreo	j
19171	19	envidioso	j
19181	19	rumania	n
19191	19	amanuense	n
19201	18	piltrafa	n
19211	18	vaciado	j
19221	18	ávidamente	r
19231	18	batido	j
19241	18	tagalo	j
19251	18	tranquilizante	j
19261	18	punzar	v
19271	18	plomada	n
19281	18	maligno	n
19291	18	mentado	j
19301	18	revalorización	n
19311	18	desbaratado	j
19321	18	tercermundista	j
19331	18	consensual	j
19341	18	cogollo	n
19351	18	carbonero	n
19361	18	octosílabo	j
19371	18	analgésico	j
19381	18	grumo	n
19391	18	analgésico	n
19401	18	sócrates	n
19411	18	monoclonal	j
19421	18	ónice	n
19431	18	miami	n
19441	18	blasón	n
19451	18	posadero	j
19461	18	panteísta	j
19471	18	metodismo	n
19481	18	intendencia	n
19491	18	corintio	j
19501	18	basto	n
19511	18	ramiro	n
19521	18	estrellita	n
19531	18	remiendo	n
19541	18	inveterado	j
19551	18	hispanista	j
19561	18	autodestrucción	n
19571	17	andadas	n
19581	17	desaceleración	n
19591	17	rasante	j
19601	17	concurrente	n
19611	17	oficializar	v
19621	17	ordenadamente	r
19631	17	informador	n
19641	17	predeterminado	j
19651	17	insensibilidad	n
19661	17	galerista	n
19671	17	toilette	n
19681	17	momificar	v
19691	17	mudez	n
19701	17	harén	n
19711	17	actuante	j
19721	17	mazurca	n
19731	17	flamígero	j
19741	17	mordacidad	n
19751	17	statu	n
19761	17	salitrera	n
19771	17	vinilo	n
19781	17	parpadeante	j
19791	17	pluviosidad	n
19801	17	pacer	v
19811	17	nabab	n
19821	17	debacle	n
19831	17	repelar	v
19841	17	piscifactoría	n
19851	17	florecita	n
19861	17	volado	j
19871	17	cobijado	j
19881	17	ucraniano	n
19891	17	cosmogonía	n
19901	17	revanchismo	n
19911	17	femineidad	n
19921	17	impasibilidad	n
19931	17	lucrar	v
19941	17	consistentemente	n
19951	17	balancín	n
19961	17	legista	j
19971	17	queroseno	n
19981	17	polaca	n
19991	17	autocontrol	n
